,Unnamed: 0,Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Dealer_Positions_Spread_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Asset_Mgr_Positions_Spread_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Lev_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Change_in_Open_Interest_All,Change_in_Dealer_Long_All,Change_in_Dealer_Short_All,Change_in_Dealer_Spread_All,Change_in_Asset_Mgr_Long_All,Change_in_Asset_Mgr_Short_All,Change_in_Asset_Mgr_Spread_All,Change_in_Lev_Money_Long_All,Change_in_Lev_Money_Short_All,Change_in_Lev_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Dealer_Long_All,Pct_of_OI_Dealer_Short_All,Pct_of_OI_Dealer_Spread_All,Pct_of_OI_Asset_Mgr_Long_All,Pct_of_OI_Asset_Mgr_Short_All,Pct_of_OI_Asset_Mgr_Spread_All,Pct_of_OI_Lev_Money_Long_All,Pct_of_OI_Lev_Money_Short_All,Pct_of_OI_Lev_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Traders_Tot_All,Traders_Dealer_Long_All,Traders_Dealer_Short_All,Traders_Dealer_Spread_All,Traders_Asset_Mgr_Long_All,Traders_Asset_Mgr_Short_All,Traders_Asset_Mgr_Spread_All,Traders_Lev_Money_Long_All,Traders_Lev_Money_Short_All,Traders_Lev_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined,Leverage_Money_Diff,Leverage_Money_Signal1,Dealer_Diff,Dealer_Signal1,Asset_Mgr_Diff,Asset_Mgr_Signal1,Trade_Date,CALL_AUDUSD,PUT_AUDUSD,Returns,Basic_PL,Total_Basic_PL,AR_Forecast_Returns,AR_Forecast_Diff,AR_Comb_Forecast,AR_Comb_PL,Total_AR_Comb_PL,Forecast_Volatility,hvol21,GARCH_PL,Total_GARCH__PL
147,147,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2009-04-07,07.04.2009,232741,CME,0,232,70500,12456,54323,940,7721,4267,101,24733,2364,9,3367,1899,0,49327,63903,21173,6597,7316.0,-245.0,8717.0,641.0,885.0,-1042.0,0.0,2659.0,40.0,9.0,407.0,-178.0,0.0,4356.0,8187.0,2960.0,-871.0,100,17.7,77.1,1.3,11.0,6.1,0.1,35.1,3.4,0.0,4.8,2.7,0.0,70.0,90.6,30.0,9.4,56,,11.0,,4.0,,,23.0,5.0,,5.0,,0.0,37.0,24.0,31.1,68.8,41.5,78.5,31.1,68.6,41.3,78.3,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.82551573975,SHORT,-0.626948591623,LONG,0.288121454788,LONG,2009-04-13,-10527.43,2905.34,-0.062608117923,-10527.43,-110339.64,-0.00591738231452,-0.623238697115,-0.623238697115,-10527.43,-68858.27,0.16458518862,0.414639348862,-10527.43,-111377.25
148,148,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2009-04-14,14.04.2009,232741,CME,0,232,74516,12649,58214,960,7571,4267,101,27293,2299,7,4806,1987,0,53387,67835,21129,6681,4016.0,193.0,3891.0,20.0,-150.0,0.0,0.0,2560.0,-65.0,-2.0,1439.0,88.0,0.0,4060.0,3932.0,-44.0,84.0,100,17.0,78.1,1.3,10.2,5.7,0.1,36.6,3.1,0.0,6.4,2.7,0.0,71.6,91.0,28.4,9.0,55,4.0,10.0,,4.0,,,22.0,4.0,,6.0,,0.0,37.0,22.0,30.3,71.1,42.1,80.3,30.3,70.9,42.1,80.2,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.844620167613,SHORT,-0.643001284168,LONG,0.279101199527,LONG,2009-04-20,3144.07,2362.23,-0.016052692545,3144.07,-107195.57,-0.00152369502085,-0.642021546313,-0.642021546313,3144.07,-65714.2,0.151463194046,0.355202921291,3144.07,-108233.18
149,149,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2009-04-21,21.04.2009,232741,CME,0,232,69568,14982,51140,991,8302,4196,241,22200,2108,0,2346,1985,0,49062,60661,20506,8907,-4948.0,2333.0,-7074.0,31.0,731.0,-71.0,140.0,-5093.0,-191.0,-7.0,-2460.0,-2.0,0.0,-4325.0,-7174.0,-623.0,2226.0,100,21.5,73.5,1.4,11.9,6.0,0.3,31.9,3.0,0.0,3.4,2.9,0.0,70.5,87.2,29.5,12.8,51,6.0,8.0,,5.0,,,20.0,4.0,0.0,,,0.0,35.0,21.0,33.5,68.0,43.3,77.8,33.5,67.8,43.3,77.6,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.826559157479,SHORT,-0.546837663713,LONG,0.32853256521,LONG,2009-04-27,2645.58,-13618.29,0.096163620455,2645.58,-104549.99,0.0090667653727,-0.551795712507,-0.551795712507,2645.58,-63068.62,0.14528884671,0.248421880064,2645.58,-105587.6
150,150,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2009-04-28,28.04.2009,232741,CME,0,232,69683,15927,51996,971,8379,4196,113,22219,2215,34,2346,1885,0,49989,61410,19694,8273,115.0,945.0,856.0,-20.0,77.0,0.0,-128.0,19.0,107.0,34.0,0.0,-100.0,0.0,927.0,749.0,-812.0,-634.0,100,22.9,74.6,1.4,12.0,6.0,0.2,31.9,3.2,0.0,3.4,2.7,0.0,71.7,88.1,28.3,11.9,50,8.0,8.0,4.0,4.0,,,17.0,5.0,,,,0.0,34.0,22.0,35.4,69.0,46.2,78.8,35.4,68.7,46.2,78.6,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.818695260702,SHORT,-0.531027781458,LONG,0.332644135189,LONG,2009-05-04,2740.88,13.02,0.015809882255,2740.88,-101809.11,0.00148334849568,-0.531815480719,-0.531815480719,2740.88,-60327.74,0.1347063251,0.265541163378,2740.88,-102846.72
151,151,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2009-05-05,05.05.2009,232741,CME,0,232,79209,14969,62879,1010,8197,4713,92,29449,997,10,3431,1911,0,57158,71612,22051,7597,9526.0,-958.0,10883.0,39.0,-182.0,517.0,-21.0,7230.0,-1218.0,-24.0,1085.0,26.0,0.0,7169.0,10202.0,2357.0,-676.0,100,18.9,79.4,1.3,10.3,6.0,0.1,37.2,1.3,0.0,4.3,2.4,0.0,72.2,90.4,27.8,9.6,56,7.0,10.0,4.0,4.0,4.0,,22.0,,,4.0,,0.0,39.0,23.0,34.1,72.3,45.0,81.1,34.1,72.1,45.0,80.9,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.934506995993,SHORT,-0.615430068852,LONG,0.269868319132,LONG,2009-05-11,2696.29,2451.13,-0.084402287394,2696.29,-99112.82,-0.00797421596395,-0.610522496572,-0.610522496572,2696.29,-57631.45,0.12998814442,0.279052822378,2696.29,-100150.43
152,152,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2009-05-12,12.05.2009,232741,CME,0,232,84347,15364,67925,1366,8333,4196,94,31834,749,0,5421,1906,0,62412,76236,21935,8111,5138.0,395.0,5046.0,356.0,136.0,-517.0,2.0,2385.0,-248.0,-10.0,1990.0,-5.0,0.0,5254.0,4624.0,-116.0,514.0,100,18.2,80.5,1.6,9.9,5.0,0.1,37.7,0.9,0.0,6.4,2.3,0.0,74.0,90.4,26.0,9.6,56,7.0,11.0,6.0,4.0,,,22.0,,0.0,4.0,,0.0,40.0,23.0,34.6,73.7,46.9,82.3,34.6,73.5,46.9,82.1,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.954025105116,SHORT,-0.631067728031,LONG,0.330193950036,LONG,2009-05-18,2814.67,2497.72,-0.015637659179,2814.67,-96298.15,-0.00148452607734,-0.630130891532,-0.630130891532,2814.67,-54816.78,0.121505984522,0.279436988954,2814.67,-97335.76
153,153,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2009-05-19,19.05.2009,232741,CME,0,232,85069,15343,68461,1366,9615,4253,94,34165,247,200,1896,1909,0,62679,76530,22390,8539,722.0,-21.0,536.0,0.0,1282.0,57.0,0.0,2331.0,-502.0,200.0,-3525.0,3.0,0.0,267.0,294.0,455.0,428.0,100,18.0,80.5,1.6,11.3,5.0,0.1,40.2,0.3,0.2,2.2,2.2,0.0,73.7,90.0,26.3,10.0,55,7.0,12.0,6.0,5.0,,,21.0,,5.0,,,0.0,40.0,27.0,37.2,72.9,47.9,82.0,37.2,72.7,47.9,81.8,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.985644542601,SHORT,-0.633836093743,LONG,0.386645514854,LONG,2009-05-25,2896.92,-7717.48,-0.002768365712,2896.92,-93401.23,-0.000269981247705,-0.633664969884,-0.633664969884,2896.92,-51919.86,0.114080538382,0.258289557993,2896.92,-94438.84
154,154,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2009-05-26,26.05.2009,232741,CME,0,232,90037,15646,73861,1338,9819,4253,92,36708,554,172,2046,2319,0,65821,82589,24216,7448,4968.0,303.0,5400.0,-28.0,204.0,0.0,-2.0,2543.0,307.0,-28.0,150.0,410.0,0.0,3142.0,6059.0,1826.0,-1091.0,100,17.4,82.0,1.5,10.9,4.7,0.1,40.8,0.6,0.2,2.3,2.6,0.0,73.1,91.7,26.9,8.3,58,8.0,10.0,6.0,6.0,,,23.0,,4.0,,,0.0,43.0,26.0,36.1,74.9,47.7,83.5,36.1,74.8,47.7,83.4,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.970264612742,SHORT,-0.650396058409,LONG,0.395537237067,LONG,2009-06-01,-2679.98,2791.16,-0.016559964666,-2679.98,-96081.21,-0.00157156903455,-0.649373916103,-0.649373916103,-2679.98,-54599.84,0.10795395987,0.257969154801,-2679.98,-97118.82
155,155,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2009-06-02,02.06.2009,232741,CME,0,232,92940,14454,75718,1654,11754,4253,104,37646,2226,566,2834,1668,0,69012,86189,23928,6751,2903.0,-1192.0,1857.0,316.0,1935.0,0.0,12.0,938.0,1672.0,394.0,788.0,-651.0,0.0,3191.0,3600.0,-288.0,-697.0,100,15.6,81.5,1.8,12.6,4.6,0.1,40.5,2.4,0.6,3.0,1.8,0.0,74.3,92.7,25.7,7.3,59,5.0,12.0,4.0,6.0,,,22.0,6.0,4.0,,,0.0,41.0,28.0,40.0,72.8,50.5,82.7,40.0,72.7,50.5,82.0,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.888342696629,SHORT,-0.679412677993,LONG,0.468607484226,LONG,2009-06-08,3199.61,2879.16,-0.029016619584,3199.61,-92881.6,-0.00274717093252,-0.677546215233,-0.677546215233,3199.61,-51400.23,0.103226379938,0.139037069257,3199.61,-93919.21
156,156,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2009-06-09,09.06.2009,232741,CME,0,232,107627,17257,75187,15557,12182,4253,109,35237,622,2529,2206,1668,0,85077,99925,22550,7702,14687.0,2803.0,-531.0,13903.0,428.0,0.0,5.0,-2409.0,-1604.0,1963.0,-628.0,0.0,0.0,16065.0,13736.0,-1378.0,951.0,100,16.0,69.9,14.5,11.3,4.0,0.1,32.7,0.6,2.3,2.0,1.5,0.0,79.0,92.8,21.0,7.2,58,8.0,11.0,7.0,6.0,,,20.0,5.0,,,,0.0,41.0,28.0,39.5,70.6,53.7,81.9,36.0,62.9,44.7,70.7,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.965308569676,SHORT,-0.626649647354,LONG,0.482445999392,LONG,2009-06-15,2995.41,2711.03,0.052763030639,2995.41,-89886.19,0.00497081697433,-0.629764608058,-0.629764608058,2995.41,-48404.82,0.100906992162,0.195632986095,2995.41,-90923.8
157,157,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2009-06-16,16.06.2009,232741,CME,0,232,73219,2738,55898,769,10656,4253,102,35326,2934,0,2820,820,0,52411,64776,20808,8443,-34408.0,-14519.0,-19289.0,-14788.0,-1526.0,0.0,-7.0,89.0,2312.0,-2529.0,614.0,-848.0,0.0,-32666.0,-35149.0,-1742.0,741.0,100,3.7,76.3,1.1,14.6,5.8,0.1,48.2,4.0,0.0,3.9,1.1,0.0,71.6,88.5,28.4,11.5,50,,9.0,,6.0,,,17.0,7.0,0.0,4.0,,0.0,32.0,21.0,42.9,65.0,51.7,78.2,42.9,65.0,51.5,77.4,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.846628332462,SHORT,-0.906610273552,LONG,0.429472130928,LONG,2009-06-22,2999.28,2689.63,-0.279960626198,2999.28,-86886.91,-0.0264301140982,-0.882648460579,-0.882648460579,2999.28,-45405.54,0.149226574111,0.473755764842,2999.28,-87924.52
158,158,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2009-06-23,23.06.2009,232741,CME,0,232,77430,3621,58800,764,14168,4843,102,34860,2881,0,2709,820,0,56224,68210,21206,9220,4211.0,883.0,2902.0,-5.0,3512.0,590.0,0.0,-466.0,-53.0,0.0,-111.0,0.0,0.0,3813.0,3434.0,398.0,777.0,100,4.7,75.9,1.0,18.3,6.3,0.1,45.0,3.7,0.0,3.5,1.1,0.0,72.6,88.1,27.4,11.9,52,5.0,9.0,,5.0,4.0,,17.0,8.0,0.0,,,0.0,32.0,23.0,47.5,62.4,55.4,77.1,47.5,62.4,55.3,76.4,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.84732783975,SHORT,-0.883981352429,LONG,0.490505496818,LONG,2009-06-29,2651.7,2423.09,0.022628921123,2651.7,-84235.21,0.00212689807527,-0.885861490666,-0.885861490666,2651.7,-42753.84,0.13827490652,0.471396651581,2651.7,-85272.82
159,159,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2009-06-30,30.06.2009,232741,CME,0,232,91416,3035,73293,762,19691,4253,102,41886,2964,0,3889,1253,0,69365,82627,22051,8789,13986.0,-586.0,14493.0,-2.0,5523.0,-590.0,0.0,7026.0,83.0,0.0,1180.0,433.0,0.0,13141.0,14417.0,845.0,-431.0,100,3.3,80.2,0.8,21.5,4.7,0.1,45.8,3.2,0.0,4.3,1.4,0.0,75.9,90.4,24.1,9.6,49,4.0,9.0,,5.0,,,14.0,8.0,0.0,4.0,,0.0,29.0,23.0,48.3,66.6,59.2,81.2,48.3,66.6,59.1,80.6,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.867826086957,SHORT,-0.920474792999,LONG,0.644754426996,LONG,2009-07-06,-7928.45,2022.37,-0.03649344057,-7928.45,-92163.66,-0.00345279896827,-0.917296578583,-0.917296578583,-7928.45,-50682.29,0.129325117452,0.468891848589,-7928.45,-93201.27
160,160,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2009-07-07,07.07.2009,232741,CME,0,232,86620,2606,65856,819,19683,4253,102,37499,5847,147,4439,0,0,65295,77024,21325,9596,-4796.0,-429.0,-7437.0,57.0,-8.0,0.0,0.0,-4387.0,2883.0,147.0,550.0,-1253.0,0.0,-4070.0,-5603.0,-726.0,807.0,100,3.0,76.0,0.9,22.7,4.9,0.1,43.3,6.8,0.2,5.1,0.0,0.0,75.4,88.9,24.6,11.1,47,,10.0,,5.0,,,15.0,8.0,,,0.0,0.0,31.0,23.0,50.0,61.7,59.8,76.5,50.0,61.7,59.7,75.8,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.730217321091,SHORT,-0.923870176156,LONG,0.644635695187,LONG,2009-07-13,2349.18,-15855.25,-0.003395383157,2349.18,-89814.48,-0.00032915627529,-0.92356607849,-0.92356607849,2349.18,-48333.11,0.120781821487,0.484609903301,2349.18,-90852.09
161,161,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2009-07-14,14.07.2009,232741,CME,0,232,87807,5246,61094,1085,20585,4253,106,34539,10592,57,5959,0,0,67577,77187,20230,10620,1187.0,2640.0,-4762.0,266.0,902.0,0.0,4.0,-2960.0,4745.0,-90.0,1520.0,0.0,0.0,2282.0,163.0,-1095.0,1024.0,100,6.0,69.6,1.2,23.4,4.8,0.1,39.3,12.1,0.1,6.8,0.0,0.0,77.0,87.9,23.0,12.1,53,7.0,9.0,,5.0,,,14.0,12.0,,,0.0,0.0,33.0,25.0,50.3,56.7,59.3,71.0,50.3,56.7,59.2,69.9,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.530610888303,SHORT,-0.841845040699,LONG,0.657540864804,LONG,2009-07-20,2029.99,1840.09,0.082025135457,2029.99,-87784.49,0.0077324400737,-0.848354557028,-0.848354557028,2029.99,-46303.12,0.118283338314,0.245632596351,2029.99,-88822.1
162,162,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2009-07-21,21.07.2009,232741,CME,0,232,98479,3421,79183,821,20218,4253,103,44216,4751,57,5929,962,0,74765,90130,23714,8349,10672.0,-1825.0,18089.0,-264.0,-367.0,0.0,-3.0,9677.0,-5841.0,0.0,-30.0,962.0,0.0,7188.0,12943.0,3484.0,-2271.0,100,3.5,80.4,0.8,20.5,4.3,0.1,44.9,4.8,0.1,6.0,1.0,0.0,75.9,91.5,24.1,8.5,54,5.0,9.0,,5.0,,,19.0,8.0,,,,0.0,36.0,23.0,46.1,66.7,56.5,81.4,46.1,66.7,56.4,80.7,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.805950946556,SHORT,-0.917171081304,LONG,0.652404887418,LONG,2009-07-27,1753.64,-4730.8,-0.075326040605,1753.64,-86030.85,-0.00711764146447,-0.910642986386,-0.910642986386,1753.64,-44549.48,0.115434593526,0.256882408138,1753.64,-87068.46
163,163,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2009-07-28,28.07.2009,232741,CME,0,232,103394,2773,85899,862,19798,4215,116,48899,2551,0,5040,0,0,77488,93643,25906,9751,4915.0,-648.0,6716.0,41.0,-420.0,-38.0,13.0,4683.0,-2200.0,-57.0,-889.0,-962.0,0.0,2723.0,3513.0,2192.0,1402.0,100,2.7,83.1,0.8,19.1,4.1,0.1,47.3,2.5,0.0,4.9,0.0,0.0,74.9,90.6,25.1,9.4,52,4.0,11.0,,5.0,,,18.0,6.0,0.0,5.0,0.0,0.0,35.0,21.0,44.1,69.9,54.4,83.3,44.1,69.9,54.3,82.6,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.900835762877,SHORT,-0.937454889931,LONG,0.648940157415,LONG,2009-08-03,2194.74,1922.66,-0.020283808627,2194.74,-83836.11,-0.00192300833002,-0.935652156369,-0.935652156369,2194.74,-42354.74,0.109205002794,0.266155206934,2194.74,-84873.72
164,164,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2009-08-04,04.08.2009,232741,CME,0,232,106512,3137,89661,989,18704,4215,112,52304,1644,0,3484,0,0,78730,96621,27782,9891,3118.0,364.0,3762.0,127.0,-1094.0,0.0,-4.0,3405.0,-907.0,0.0,-1556.0,0.0,0.0,1242.0,2978.0,1876.0,140.0,100,2.9,84.2,0.9,17.6,4.0,0.1,49.1,1.5,0.0,3.3,0.0,0.0,73.9,90.7,26.1,9.3,51,4.0,11.0,,5.0,,,20.0,5.0,0.0,,0.0,0.0,35.0,20.0,42.1,70.4,53.0,83.8,42.1,70.4,52.9,83.0,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.93905242085,SHORT,-0.932390784284,LONG,0.632182905013,LONG,2009-08-10,-781.24,1770.13,0.005064105647,-781.24,-84617.35,0.00046921143733,-0.932828272704,-0.932828272704,-781.24,-43135.98,0.103640787245,0.264155855557,-781.24,-85654.96
165,165,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2009-08-11,11.08.2009,232741,CME,0,232,106896,2628,89657,891,18555,4215,112,53853,1165,0,3534,0,0,79573,96040,27323,10856,384.0,-509.0,-4.0,-98.0,-149.0,0.0,0.0,1549.0,-479.0,0.0,50.0,0.0,0.0,843.0,-581.0,-459.0,965.0,100,2.5,83.9,0.8,17.4,3.9,0.1,50.4,1.1,0.0,3.3,0.0,0.0,74.4,89.8,25.6,10.2,52,,11.0,,5.0,,,24.0,,0.0,,0.0,0.0,38.0,18.0,41.5,70.9,52.3,83.2,41.5,70.9,52.2,82.5,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.957650223563,SHORT,-0.943045998808,LONG,0.62977602108,LONG,2009-08-17,2506.74,-4569.14,-0.010655214524,2506.74,-82110.61,-0.00101430582709,-0.942089461756,-0.942089461756,2506.74,-40629.24,0.0990184869634,0.24123509037,2506.74,-83148.22
166,166,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2009-08-18,18.08.2009,232741,CME,0,232,101123,4112,83643,1085,18128,4215,112,46800,2048,452,3942,0,0,74631,91555,26492,9568,-5773.0,1484.0,-6014.0,194.0,-427.0,0.0,0.0,-7053.0,883.0,452.0,408.0,0.0,0.0,-4942.0,-4485.0,-831.0,-1288.0,100,4.1,82.7,1.1,17.9,4.2,0.1,46.3,2.0,0.4,3.9,0.0,0.0,73.8,90.5,26.2,9.5,52,4.0,11.0,5.0,5.0,,,21.0,4.0,,4.0,0.0,0.0,39.0,20.0,44.4,70.9,53.5,82.4,44.4,70.9,53.4,81.5,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.916148051097,SHORT,-0.906284542191,LONG,0.622700622119,LONG,2009-08-24,2012.08,1730.37,0.036761456617,2012.08,-80098.53,0.00346066188739,-0.909420886565,-0.909420886565,2012.08,-38617.16,0.096236926208,0.158211226141,2012.08,-81136.14
167,167,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2009-08-25,25.08.2009,232741,CME,0,232,106751,3417,87667,2060,18140,4215,119,51033,1935,1161,3634,0,0,79564,97157,27187,9594,5628.0,-695.0,4024.0,975.0,12.0,0.0,7.0,4233.0,-113.0,709.0,-308.0,0.0,0.0,4933.0,5602.0,695.0,26.0,100,3.2,82.1,1.9,17.0,3.9,0.1,47.8,1.8,1.1,3.4,0.0,0.0,74.5,91.0,25.5,9.0,50,,12.0,6.0,4.0,,,21.0,4.0,,,0.0,0.0,37.0,22.0,42.2,71.6,53.4,82.2,42.2,70.8,53.4,80.3,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.926937018577,SHORT,-0.924970357033,LONG,0.622903153657,LONG,2009-08-31,2424.17,2101.71,-0.018685814842,2424.17,-77674.36,-0.00177219701359,-0.923331127329,-0.923331127329,2424.17,-36192.99,0.0930368332289,0.15788379185,2424.17,-78711.97
168,168,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2009-09-01,01.09.2009,232741,CME,0,232,102915,5192,78412,1629,17551,4141,119,47744,6022,1343,3734,0,0,77312,91666,25603,11249,-3836.0,1775.0,-9255.0,-431.0,-589.0,-74.0,0.0,-3289.0,4087.0,182.0,100.0,0.0,0.0,-2252.0,-5491.0,-1584.0,1655.0,100,5.0,76.2,1.6,17.1,4.0,0.1,46.4,5.9,1.3,3.6,0.0,0.0,75.1,89.1,24.9,10.9,50,4.0,10.0,5.0,4.0,,,23.0,4.0,,,0.0,0.0,38.0,21.0,39.9,66.9,52.3,79.4,39.9,66.9,52.3,78.4,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.775992262768,SHORT,-0.875795416487,LONG,0.61820025816,LONG,2009-09-07,2117.1,1863.63,0.049174940546,2117.1,-75557.26,0.00463218950563,-0.879852266824,-0.879852266824,2117.1,-34075.89,0.0922890923966,0.177197265751,2117.1,-76594.87
169,169,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2009-09-08,08.09.2009,232741,CME,0,232,114028,3218,87833,2659,17358,4141,119,50193,1839,6059,4154,0,0,83760,102650,30268,11378,11113.0,-1974.0,9421.0,1030.0,-193.0,0.0,0.0,2449.0,-4183.0,4716.0,420.0,0.0,0.0,6448.0,10984.0,4665.0,129.0,100,2.8,77.0,2.3,15.2,3.6,0.1,44.0,1.6,5.3,3.6,0.0,0.0,73.5,90.0,26.5,10.0,50,,14.0,8.0,4.0,,,22.0,,4.0,,0.0,0.0,39.0,24.0,40.0,64.3,52.1,79.6,38.6,64.0,49.0,75.2,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.929312730627,SHORT,-0.929314340315,LONG,0.614772780129,LONG,2009-09-14,2111.68,1858.42,-0.053518923828,2111.68,-73445.58,-0.00505958590775,-0.924612394575,-0.924612394575,2111.68,-31964.21,0.0920418488481,0.167744782957,2111.68,-74483.19
170,170,AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2009-09-15,15.09.2009,232741,CME,0,232,104312,1389,89722,82,17344,3710,119,51031,4240,0,5714,0,0,75679,97873,28633,6439,-9716.0,-1829.0,1889.0,-2577.0,-14.0,-431.0,0.0,838.0,2401.0,-6059.0,1560.0,0.0,0.0,-8081.0,-4777.0,-1635.0,-4939.0,100,1.3,86.0,0.1,16.6,3.6,0.1,48.9,4.1,0.0,5.5,0.0,0.0,72.6,93.8,27.4,6.2,47,,12.0,,4.0,,,20.0,5.0,0.0,,0.0,0.0,29.0,20.0,42.0,67.8,54.9,85.1,42.0,67.8,54.9,85.0,"(CONTRACTS OF AUD 100,000)",F10,FutOnly,0.846574152811,SHORT,-0.969509718914,LONG,0.647572907761,LONG,2009-09-21,1883.51,1680.06,-0.040195378599,1883.51,-71562.07,-0.00380217088246,-0.96582347729,-0.96582347729,1883.51,-30080.7,0.0907185559643,0.167156058026,1883.51,-72599.68
